creator_email,project_name,tag,start_date,end_date,curr_capacity,goal_capacity,city,state,description
a@diamPellentesque.edu,Sports Social Media Fundraising,Hunger,2019-03-15 00:00:00,2019-03-15 17:00:00,0,17,Reno,IA,
sem.vitae@ultrices.ca,Sports Charity,Homeless,2018-09-26 01:00:00,2018-09-27 00:00:00,0,21,San Antonio,ID,
Suspendisse.tristique@anteNunc.edu,Education Charity,Faith-based,2018-07-28 02:00:00,2018-07-28 13:00:00,0,4,Green Bay,CT,
Donec.tempor.est@risusNullaeget.net,Homeless Guest Speaker,LGBT,2018-04-02 15:00:00,2018-04-03 02:00:00,0,23,San Antonio,MI,
velit.Quisque.varius@est.net,Environment Charity Auction,Youth,2018-11-30 01:00:00,2018-11-30 18:00:00,0,11,Fort Collins,UT,
sollicitudin.orci@eratnonummyultricies.net,Animals Walk,Youth,2018-08-28 23:00:00,2018-08-29 13:00:00,0,9,Louisville,DE,
Aliquam.erat@senectusetnetus.com,Homeless Charity Auction,Seniors,2020-02-07 14:00:00,2020-02-07 19:00:00,0,2,Springdale,MS,
faucibus@Duis.net,Education Foundation,Politics,2018-04-30 22:00:00,2018-05-01 11:00:00,0,17,Detroit,OH,
aliquam.eu@necmollis.ca,Education Drive,Faith-based,2020-03-07 12:00:00,2020-03-08 06:00:00,0,19,Racine,ID,
sed.tortor@anteipsumprimis.edu,Health Foundation,LGBT,2019-07-03 01:00:00,2019-07-03 14:00:00,0,20,Grand Island,MN,
erat@musAeneaneget.edu,Animals Charity Auction,Seniors,2019-01-04 00:00:00,2019-01-04 08:00:00,0,6,Springdale,MD,
odio.semper.cursus@molestiedapibusligula.edu,Environment Foundation,Faith-based,2019-05-10 16:00:00,2019-05-10 17:00:00,0,5,Salem,KS,
egestas@purusmaurisa.ca,Environment Walk,Politics,2020-01-14 18:00:00,2020-01-14 23:00:00,0,14,Fayetteville,OH,
ac.ipsum.Phasellus@orcilobortisaugue.co.uk,LGBT Foundation,Animals,2018-05-31 00:00:00,2018-05-31 22:00:00,0,24,West Jordan,NE,
arcu.Morbi.sit@bibendumsed.co.uk,Politics Guest Speaker,Disaster Relief,2019-10-29 07:00:00,2019-10-30 03:00:00,0,21,Worcester,WA,
quis@Nam.org,Youth Social Media Fundraising,Faith-based,2019-10-11 22:00:00,2019-10-12 16:00:00,0,5,Salt Lake City,MT,
nisl@fermentummetus.org,LGBT Walk,Faith-based,2019-04-28 07:00:00,2019-04-28 14:00:00,0,25,Waterbury,MS,
cursus@risusvarius.com,Politics Charity,Human Rights,2018-07-20 19:00:00,2018-07-21 02:00:00,0,17,Kaneohe,NE,
elementum.lorem.ut@Nullamvitaediam.org,Hunger Foundation,Youth,2018-03-26 13:00:00,2018-03-27 05:00:00,0,22,Newark,NV,
adipiscing@eu.co.uk,Faith-based Charity,LGBT,2018-09-12 09:00:00,2018-09-12 22:00:00,0,3,Orlando,AZ,
a@sed.co.uk,Politics Walk,Education,2019-10-16 19:00:00,2019-10-17 03:00:00,0,3,Portland,TN,
vel.venenatis@a.net,Seniors Charity,International,2018-04-23 09:00:00,2018-04-23 11:00:00,0,18,Little Rock,MT,
Donec.felis.orci@veliteget.ca,Seniors Drive,Homeless,2018-10-30 19:00:00,2018-10-31 10:00:00,0,18,Chicago,CA,
at.libero.Morbi@enimNunc.net,Technology Guest Speaker,Arts and Crafts,2018-03-09 04:00:00,2018-03-10 00:00:00,0,18,Memphis,IN,
a.tortor@rutrum.co.uk,Technology Charity,Disaster Relief,2019-09-08 02:00:00,2019-09-09 02:00:00,0,23,Tampa,IL,
Mauris.vestibulum@enim.co.uk,Education Foundation,Education,2019-05-06 15:00:00,2019-05-07 13:00:00,0,11,Owensboro,AK,
Cras@lacinia.net,Homeless Drive,Arts and Crafts,2018-07-24 16:00:00,2018-07-25 14:00:00,0,22,Carson City,NE,
molestie.in@in.org,Politics Charity Auction,Environment,2018-05-28 23:00:00,2018-05-29 21:00:00,0,16,Sandy,ME,
fringilla.Donec.feugiat@pedeacurna.org,Sports Social Media Fundraising,Arts and Crafts,2019-09-11 14:00:00,2019-09-12 10:00:00,0,3,Owensboro,ID,
eros.nec.tellus@sedliberoProin.org,Health Guest Speaker,Disaster Relief,2019-04-21 07:00:00,2019-04-21 18:00:00,0,19,Metairie,DE,
natoque.penatibus@turpis.ca,Education Social Media Fundraising,Youth,2018-03-08 00:00:00,2018-03-08 23:00:00,0,6,Toledo,MT,
Sed.eu@enim.ca,Disaster Relief Walk,Politics,2020-02-09 12:00:00,2020-02-09 19:00:00,0,2,Anchorage,IN,
enim.Curabitur@tristiquepellentesquetellus.net,Technology Guest Speaker,Hunger,2020-03-11 18:00:00,2020-03-12 07:00:00,0,20,Las Vegas,OH,
Cum.sociis.natoque@nasceturridiculusmus.org,LGBT Foundation,Seniors,2018-10-28 11:00:00,2018-10-28 21:00:00,0,16,Augusta,AZ,
egestas.lacinia@sitametfaucibus.net,Homeless Foundation,Animals,2019-12-27 09:00:00,2019-12-28 00:00:00,0,25,Green Bay,AK,
Duis.cursus.diam@et.net,Homeless Drive,Human Rights,2019-11-05 03:00:00,2019-11-05 05:00:00,0,7,Iowa City,HI,
rhoncus.Donec@aultriciesadipiscing.ca,Health Charity Auction,Environment,2019-11-03 18:00:00,2019-11-04 08:00:00,0,25,Lawton,ME,
neque@convallis.com,Education Walk,Technology,2018-05-28 13:00:00,2018-05-29 01:00:00,0,16,Sterling Heights,MA,
magnis.dis.parturient@vulputate.ca,LGBT Walk,Human Rights,2019-11-19 15:00:00,2019-11-20 14:00:00,0,6,Huntsville,ID,
eu.accumsan@eudoloregestas.co.uk,Human Rights Social Media Fundraising,Faith-based,2018-12-16 02:00:00,2018-12-16 19:00:00,0,2,Phoenix,FL,
Mauris.molestie.pharetra@montesnascetur.co.uk,Faith-based Charity,LGBT,2019-06-09 10:00:00,2019-06-09 17:00:00,0,8,Rock Springs,AZ,
vel.nisl@Aeneanegetmetus.com,Homeless Walk,Disaster Relief,2018-08-08 00:00:00,2018-08-08 21:00:00,0,4,Los Angeles,TN,
Suspendisse.aliquet@ipsumPhasellusvitae.net,Animals Foundation,Youth,2020-01-07 23:00:00,2020-01-08 09:00:00,0,25,Gary,WI,
id@nunc.ca,Sports Foundation,Homeless,2019-10-12 17:00:00,2019-10-13 12:00:00,0,17,Birmingham,AK,
est.ac.facilisis@Nulla.ca,Environment Guest Speaker,Animals,2018-12-09 07:00:00,2018-12-09 16:00:00,0,6,Kansas City,AK,
pretium.neque@cursusnon.co.uk,Women Drive,Seniors,2019-08-24 15:00:00,2019-08-25 06:00:00,0,16,Shreveport,WI,
at.sem@egestas.ca,Women Drive,Youth,2020-01-24 20:00:00,2020-01-25 05:00:00,0,16,Boise,AZ,
amet.dapibus@elita.edu,Faith-based Charity Auction,Homeless,2018-03-23 06:00:00,2018-03-23 07:00:00,0,23,Billings,AZ,
In.nec.orci@consequatnec.net,Technology Charity,Sports,2019-03-29 21:00:00,2019-03-30 07:00:00,0,25,Henderson,FL,
ac@rutrum.ca,International Charity Auction,Animals,2019-03-14 16:00:00,2019-03-15 03:00:00,0,19,Spokane,LA,
tristique.pharetra.Quisque@a.co.uk,Faith-based Social Media Fundraising,Sports,2018-12-26 09:00:00,2018-12-26 19:00:00,0,5,Colchester,UT,
erat.Etiam.vestibulum@sagittislobortis.net,Seniors Charity Auction,Environment,2019-11-07 18:00:00,2019-11-08 14:00:00,0,20,Pocatello,OR,
odio.semper.cursus@gravida.org,LGBT Drive,Seniors,2018-09-21 07:00:00,2018-09-21 12:00:00,0,4,Georgia,MN,
accumsan.laoreet.ipsum@iderat.edu,Politics Charity Auction,Human Rights,2020-03-22 23:00:00,2020-03-23 09:00:00,0,18,Mobile,TX,
Nunc.quis@mattis.co.uk,Disaster Relief Drive,Arts and Crafts,2018-01-17 11:00:00,2018-01-18 01:00:00,0,14,South Bend,VT,
nulla.at@tempusrisus.net,Hunger Walk,Politics,2019-05-05 14:00:00,2019-05-06 11:00:00,0,24,Worcester,MI,
interdum.ligula.eu@sociosquadlitora.co.uk,Hunger Social Media Fundraising,Homeless,2019-11-27 13:00:00,2019-11-27 21:00:00,0,21,Las Vegas,AR,
Nunc@sedhendrerita.net,Animals Foundation,International,2018-10-13 11:00:00,2018-10-14 00:00:00,0,3,Pike Creek,MT,
vitae@enimEtiam.net,Education Foundation,Education,2020-01-05 00:00:00,2020-01-05 04:00:00,0,11,Lexington,AK,
adipiscing.lobortis@sed.org,Seniors Social Media Fundraising,LGBT,2019-02-05 15:00:00,2019-02-06 15:00:00,0,22,Bear,MD,
ipsum.Suspendisse@dignissimmagna.org,Health Guest Speaker,Technology,2018-08-19 19:00:00,2018-08-20 07:00:00,0,16,Frederick,IL,
euismod@eu.com,Environment Walk,Women,2018-02-07 00:00:00,2018-02-07 21:00:00,0,15,Newport News,KY,
ac@risusInmi.com,Women Guest Speaker,Hunger,2019-09-07 19:00:00,2019-09-08 13:00:00,0,17,Baltimore,MT,
Cras.eget.nisi@ipsumDonecsollicitudin.co.uk,Youth Charity Auction,Homeless,2019-03-11 14:00:00,2019-03-12 13:00:00,0,19,Butte,CA,
laoreet@scelerisqueduiSuspendisse.net,Youth Charity,Faith-based,2018-08-15 05:00:00,2018-08-15 09:00:00,0,14,Kansas City,AZ,
consequat.dolor.vitae@arcuAliquam.net,Arts and Crafts Charity,Environment,2019-03-02 17:00:00,2019-03-03 07:00:00,0,3,Dallas,IA,
orci.adipiscing@libero.com,Disaster Relief Walk,International,2019-10-13 00:00:00,2019-10-14 00:00:00,0,4,West Jordan,MN,
sit.amet@Phasellusfermentum.co.uk,Youth Charity Auction,Seniors,2019-06-14 02:00:00,2019-06-14 21:00:00,0,3,Columbia,AZ,
lacinia.Sed@arcu.ca,International Drive,Homeless,2018-06-21 03:00:00,2018-06-21 10:00:00,0,5,Baltimore,WA,
ante@dolorNullasemper.edu,Faith-based Charity,Health,2018-07-11 12:00:00,2018-07-11 16:00:00,0,13,Boise,IN,
nec.malesuada.ut@vulputatemaurissagittis.com,Technology Charity Auction,Arts and Crafts,2018-11-05 13:00:00,2018-11-05 22:00:00,0,13,Colchester,ID,
euismod@nuncsed.org,LGBT Social Media Fundraising,Sports,2018-11-02 17:00:00,2018-11-03 10:00:00,0,19,Worcester,ID,
mauris.Suspendisse.aliquet@orciconsectetuer.co.uk,Disaster Relief Walk,Homeless,2018-07-20 04:00:00,2018-07-20 10:00:00,0,5,Fort Worth,GA,
neque.Nullam@lectusquis.ca,Environment Drive,Technology,2018-03-28 04:00:00,2018-03-28 14:00:00,0,17,Milwaukee,MS,
elementum.at@nunc.org,Animals Foundation,Arts and Crafts,2019-07-15 04:00:00,2019-07-15 09:00:00,0,6,Norfolk,MA,
Aenean@maurisidsapien.ca,Faith-based Guest Speaker,Animals,2018-09-22 22:00:00,2018-09-23 01:00:00,0,18,Hillsboro,MN,
eget.tincidunt@metuseuerat.com,Health Charity,Technology,2019-08-16 15:00:00,2019-08-16 23:00:00,0,6,Metairie,MI,
quis.arcu@anteMaecenasmi.net,Human Rights Social Media Fundraising,Faith-based,2019-06-22 00:00:00,2019-06-22 04:00:00,0,9,Erie,MS,
Fusce.feugiat.Lorem@nullaIn.co.uk,Education Drive,Disaster Relief,2019-12-03 21:00:00,2019-12-03 22:00:00,0,15,Racine,HI,
non.dapibus@mi.com,International Walk,Seniors,2020-01-26 05:00:00,2020-01-27 03:00:00,0,6,Olathe,MT,
malesuada@Donecvitae.org,Environment Drive,Hunger,2019-12-15 11:00:00,2019-12-15 14:00:00,0,4,Shreveport,MI,
Integer.mollis.Integer@InfaucibusMorbi.edu,LGBT Walk,Women,2018-11-08 08:00:00,2018-11-08 16:00:00,0,6,Nampa,MN,
ac.feugiat@Crasinterdum.com,International Charity Auction,International,2019-12-14 00:00:00,2019-12-14 17:00:00,0,2,Newark,AR,
Nulla.facilisi@iaculis.ca,Politics Walk,Sports,2019-11-13 00:00:00,2019-11-13 12:00:00,0,22,Duluth,MI,
sed@non.co.uk,Youth Drive,Sports,2018-03-04 16:00:00,2018-03-04 18:00:00,0,9,Butte,ID,
tempor@Fuscediamnunc.edu,Homeless Drive,Politics,2018-10-03 14:00:00,2018-10-03 20:00:00,0,23,Paradise,OH,
Phasellus@amet.ca,Sports Charity Auction,Women,2018-10-26 11:00:00,2018-10-26 20:00:00,0,5,College,AK,
sed.consequat@et.org,Education Foundation,Seniors,2018-10-15 07:00:00,2018-10-15 19:00:00,0,9,Lexington,WI,
sit.amet@tristique.com,Arts and Crafts Guest Speaker,Environment,2019-12-07 11:00:00,2019-12-08 01:00:00,0,16,Rutland,CA,
Donec@iaculislacuspede.edu,Education Walk,LGBT,2019-02-15 12:00:00,2019-02-15 20:00:00,0,25,Little Rock,DE,
rhoncus.Donec.est@rhoncusDonecest.edu,Health Social Media Fundraising,Women,2019-11-24 23:00:00,2019-11-25 12:00:00,0,2,Virginia Beach,CO,
ligula@Donecfeugiat.ca,Homeless Social Media Fundraising,Animals,2018-06-20 13:00:00,2018-06-21 03:00:00,0,11,Waterbury,TN,
vulputate@vestibulumlorem.edu,Education Guest Speaker,Faith-based,2019-07-15 15:00:00,2019-07-16 13:00:00,0,10,Newport News,KS,
Vivamus.rhoncus@mi.edu,Animals Charity,Women,2019-11-28 23:00:00,2019-11-29 03:00:00,0,24,Fort Collins,MA,
blandit.Nam@acurna.net,Women Foundation,Arts and Crafts,2019-06-11 13:00:00,2019-06-11 19:00:00,0,14,Missoula,WA,
et.ipsum@et.edu,Health Drive,Faith-based,2019-06-20 23:00:00,2019-06-21 08:00:00,0,7,Denver,AR,
risus.varius@parturient.net,Women Drive,Disaster Relief,2019-02-08 15:00:00,2019-02-08 21:00:00,0,7,San Jose,ME,
Nulla.semper.tellus@habitant.co.uk,Education Charity,Arts and Crafts,2019-09-25 19:00:00,2019-09-26 07:00:00,0,12,Kearney,AK,
Nam@Vivamus.org,Health Drive,LGBT,2019-06-02 16:00:00,2019-06-03 01:00:00,0,21,Naperville,KY,
Fusce@eumetusIn.net,Sports Charity,Health,2019-06-22 00:00:00,2019-06-22 19:00:00,0,14,Wyoming,NE,
sapien.imperdiet.ornare@Crasdolor.co.uk,Women Foundation,Education,2020-03-22 09:00:00,2020-03-23 07:00:00,0,17,Dallas,MI,
metus.vitae.velit@variuset.com,Faith-based Charity,Politics,2018-10-29 21:00:00,2018-10-30 21:00:00,0,4,Eugene,MA,
luctus.et.ultrices@ornareliberoat.edu,Human Rights Walk,Human Rights,2018-04-26 00:00:00,2018-04-26 17:00:00,0,18,Evansville,MD,
justo@disparturientmontes.org,Disaster Relief Guest Speaker,Disaster Relief,2018-10-22 16:00:00,2018-10-23 00:00:00,0,3,Grand Island,AL,
eu.odio@sitametornare.co.uk,Sports Charity,Sports,2020-02-21 17:00:00,2020-02-22 17:00:00,0,19,Saint Paul,MD,
nec.metus@odio.edu,Disaster Relief Guest Speaker,Politics,2018-11-07 18:00:00,2018-11-07 21:00:00,0,25,Topeka,IA,
velit.in.aliquet@nuncest.co.uk,Youth Walk,Seniors,2019-09-20 07:00:00,2019-09-20 23:00:00,0,14,Springfield,NE,
auctor.odio.a@ipsum.edu,Women Walk,Youth,2019-07-13 21:00:00,2019-07-14 06:00:00,0,24,Cambridge,DE,
dapibus.rutrum@quis.ca,Hunger Charity Auction,Disaster Relief,2019-01-12 16:00:00,2019-01-13 09:00:00,0,18,Portland,NV,
facilisis@CrasinterdumNunc.org,Health Drive,Education,2018-07-23 05:00:00,2018-07-23 17:00:00,0,25,Lawton,VT,
Pellentesque@dapibus.org,Technology Charity,LGBT,2019-09-23 10:00:00,2019-09-24 04:00:00,0,9,Sacramento,CT,
sem.molestie.sodales@augueacipsum.net,Sports Foundation,Arts and Crafts,2020-01-06 17:00:00,2020-01-06 23:00:00,0,8,Kansas City,KY,
orci.Ut.sagittis@vel.net,Women Guest Speaker,Sports,2020-01-19 07:00:00,2020-01-20 02:00:00,0,9,South Bend,WI,
ac.urna.Ut@placerat.org,Health Walk,LGBT,2020-02-24 14:00:00,2020-02-25 08:00:00,0,24,Kaneohe,WA,
nec.ligula@urnajusto.edu,Disaster Relief Social Media Fundraising,Disaster Relief,2018-09-01 17:00:00,2018-09-02 00:00:00,0,19,Fresno,MN,
consectetuer@mollis.org,Human Rights Guest Speaker,Homeless,2018-05-29 21:00:00,2018-05-30 06:00:00,0,22,South Burlington,UT,
Aliquam@Etiam.co.uk,Seniors Charity,Hunger,2019-10-23 05:00:00,2019-10-24 04:00:00,0,23,Lexington,MD,
Duis.at.lacus@natoquepenatibus.edu,Homeless Charity Auction,Women,2019-06-17 22:00:00,2019-06-18 14:00:00,0,24,Chandler,OH,
Duis.volutpat.nunc@orcitinciduntadipiscing.com,Environment Charity Auction,Youth,2020-01-16 02:00:00,2020-01-16 16:00:00,0,20,Frankfort,ID,
elementum@varius.com,Women Charity,Sports,2019-03-10 14:00:00,2019-03-11 12:00:00,0,23,Tucson,MD,
ultricies.ornare.elit@vellectus.ca,Animals Drive,Education,2019-10-24 04:00:00,2019-10-24 13:00:00,0,5,Nashville,MT,
Aliquam.auctor.velit@convallisligula.ca,Hunger Charity Auction,Health,2018-04-24 05:00:00,2018-04-25 03:00:00,0,7,Virginia Beach,WA,
euismod.mauris.eu@egetodio.net,Health Foundation,Hunger,2018-04-07 09:00:00,2018-04-07 13:00:00,0,25,Auburn,CO,
ante.iaculis@odioapurus.co.uk,Health Foundation,LGBT,2018-05-08 17:00:00,2018-05-09 17:00:00,0,16,Bangor,FL,
eleifend@estac.org,Health Charity Auction,Technology,2019-02-02 23:00:00,2019-02-03 03:00:00,0,7,Baton Rouge,TX,
auctor.velit.eget@tempuslorem.ca,Disaster Relief Charity,Sports,2019-05-11 16:00:00,2019-05-12 03:00:00,0,24,Birmingham,MA,
Duis@Aeneanmassa.org,International Charity,Politics,2018-09-14 15:00:00,2018-09-15 06:00:00,0,10,Little Rock,AL,
lorem.tristique@Nullamsuscipitest.com,Animals Walk,LGBT,2020-01-31 13:00:00,2020-02-01 08:00:00,0,14,Hillsboro,IN,
eu.ligula.Aenean@ultriciesligula.co.uk,Animals Social Media Fundraising,Animals,2019-02-12 21:00:00,2019-02-13 20:00:00,0,9,Fort Wayne,GA,
Sed@dictumultriciesligula.com,Homeless Charity Auction,Environment,2018-09-19 21:00:00,2018-09-20 14:00:00,0,12,Chicago,MO,
facilisis.vitae.orci@imperdiet.edu,Politics Foundation,Homeless,2019-10-18 12:00:00,2019-10-18 14:00:00,0,15,Laramie,AK,
Sed.auctor@Morbinonsapien.net,Animals Walk,Youth,2018-07-20 08:00:00,2018-07-20 20:00:00,0,2,Rockville,MI,
nibh@tortorat.co.uk,Women Drive,LGBT,2019-01-12 09:00:00,2019-01-13 07:00:00,0,10,Virginia Beach,KS,
Curae.Phasellus.ornare@Maecenasmifelis.co.uk,Faith-based Drive,Hunger,2019-01-28 10:00:00,2019-01-28 15:00:00,0,16,Fayetteville,DE,
molestie.tellus.Aenean@iaculis.edu,Homeless Walk,Education,2019-07-09 02:00:00,2019-07-09 14:00:00,0,9,Pittsburgh,GA,
orci.adipiscing@liberoDonec.ca,Environment Guest Speaker,Education,2018-12-23 18:00:00,2018-12-24 09:00:00,0,23,Kansas City,OH,
quam.a@necmetusfacilisis.org,Disaster Relief Social Media Fundraising,Homeless,2020-02-21 04:00:00,2020-02-21 16:00:00,0,5,Baltimore,AK,
placerat.Cras@Quisque.net,LGBT Charity Auction,LGBT,2018-11-23 17:00:00,2018-11-24 06:00:00,0,15,Hattiesburg,WA,
nulla.ante.iaculis@pellentesqueeget.net,Faith-based Walk,International,2019-05-25 17:00:00,2019-05-26 04:00:00,0,3,Gary,MI,
iaculis.enim@orci.org,Animals Walk,Education,2019-02-26 13:00:00,2019-02-27 13:00:00,0,20,St. Petersburg,AZ,
facilisis@tortornibhsit.net,International Charity,Disaster Relief,2018-07-07 16:00:00,2018-07-08 03:00:00,0,17,Fort Collins,MN,
et@uteros.net,International Social Media Fundraising,Seniors,2018-02-21 05:00:00,2018-02-21 17:00:00,0,22,Glendale,UT,
tincidunt@velitSedmalesuada.com,Arts and Crafts Charity Auction,Environment,2019-11-21 17:00:00,2019-11-21 19:00:00,0,22,Gary,MD,
eget.magna.Suspendisse@enim.edu,Health Walk,Hunger,2018-12-16 18:00:00,2018-12-17 01:00:00,0,5,Memphis,MN,
fringilla.mi@Vivamusnon.com,Women Guest Speaker,Human Rights,2020-01-26 16:00:00,2020-01-27 07:00:00,0,25,Lowell,VA,
dictum.placerat@velit.com,LGBT Foundation,Youth,2018-10-14 10:00:00,2018-10-15 09:00:00,0,3,Warren,HI,
metus.Aliquam@orcisemeget.edu,Disaster Relief Social Media Fundraising,Youth,2019-12-01 00:00:00,2019-12-01 08:00:00,0,9,Montpelier,CO,
blandit.enim@duiSuspendisseac.ca,Hunger Guest Speaker,Politics,2018-09-27 02:00:00,2018-09-27 23:00:00,0,25,Jonesboro,TX,
eu.arcu.Morbi@aliquam.net,International Social Media Fundraising,LGBT,2018-08-18 11:00:00,2018-08-19 08:00:00,0,24,Rochester,CT,
ligula.tortor.dictum@malesuadaaugue.org,International Charity,Faith-based,2019-06-27 10:00:00,2019-06-27 15:00:00,0,4,Worcester,MT,
vitae.aliquet@odioAliquam.net,Faith-based Social Media Fundraising,LGBT,2018-08-25 12:00:00,2018-08-26 12:00:00,0,17,Springfield,FL,
orci.lacus@Phasellusornare.org,Technology Foundation,Youth,2019-07-14 20:00:00,2019-07-15 07:00:00,0,23,Racine,NE,
pede.blandit.congue@Morbi.ca,Environment Walk,LGBT,2018-12-21 11:00:00,2018-12-22 07:00:00,0,20,Las Vegas,OR,
in.faucibus@aliquam.com,Sports Walk,Youth,2018-01-20 23:00:00,2018-01-21 21:00:00,0,8,Birmingham,TX,
Donec@Proinvel.edu,Homeless Foundation,Youth,2020-01-26 06:00:00,2020-01-26 16:00:00,0,3,Owensboro,CT,
vitae.posuere.at@lacusvestibulumlorem.ca,Faith-based Drive,Human Rights,2019-02-22 10:00:00,2019-02-22 11:00:00,0,23,Anchorage,WA,
id.sapien@acsem.net,Education Drive,Seniors,2019-08-21 21:00:00,2019-08-22 04:00:00,0,2,Laramie,PA,
non.sapien@nisidictumaugue.org,Seniors Guest Speaker,Seniors,2018-07-22 00:00:00,2018-07-22 03:00:00,0,14,Baton Rouge,LA,
dis@nasceturridiculus.com,Homeless Charity Auction,Technology,2018-12-07 00:00:00,2018-12-07 01:00:00,0,24,Detroit,ME,
amet@congueInscelerisque.edu,Homeless Social Media Fundraising,Women,2018-01-25 09:00:00,2018-01-25 19:00:00,0,6,Tucson,PA,
Nunc.laoreet@dictumcursusNunc.edu,Homeless Charity Auction,Youth,2019-02-19 18:00:00,2019-02-20 08:00:00,0,6,Richmond,MO,
sem.eget@euplacerateget.co.uk,Arts and Crafts Guest Speaker,Hunger,2020-01-19 08:00:00,2020-01-19 12:00:00,0,25,Memphis,TN,
et.ultrices.posuere@sedhendrerit.co.uk,Education Charity,Homeless,2019-02-25 03:00:00,2019-02-25 18:00:00,0,19,Springfield,TX,
velit@Duisa.co.uk,Hunger Charity,Seniors,2018-09-29 18:00:00,2018-09-30 00:00:00,0,14,Orlando,AR,
lacus@cursus.ca,Seniors Social Media Fundraising,Animals,2018-02-09 20:00:00,2018-02-10 03:00:00,0,21,Covington,VA,
consectetuer@sapienmolestieorci.com,Human Rights Foundation,Youth,2018-01-11 08:00:00,2018-01-11 11:00:00,0,14,Akron,FL,
sollicitudin.commodo@lobortisultricesVivamus.edu,International Charity,Environment,2018-07-23 19:00:00,2018-07-24 13:00:00,0,21,Rutland,MI,
Nam.tempor@urna.ca,International Drive,Human Rights,2019-09-17 02:00:00,2019-09-17 20:00:00,0,14,Montgomery,WY,
Proin.non@dictumplacerat.org,LGBT Walk,Hunger,2018-04-16 02:00:00,2018-04-16 22:00:00,0,25,Erie,DE,
nec@metusIn.net,Education Social Media Fundraising,Hunger,2019-12-15 21:00:00,2019-12-16 00:00:00,0,13,Fort Smith,MI,
massa@lacusMauris.ca,Faith-based Charity Auction,Women,2018-07-12 19:00:00,2018-07-13 03:00:00,0,25,Knoxville,NE,
Suspendisse@sedpedeCum.com,Seniors Charity Auction,Sports,2018-09-14 16:00:00,2018-09-15 16:00:00,0,5,Frederick,IN,
fringilla@ametconsectetuer.org,Education Drive,Faith-based,2018-12-24 11:00:00,2018-12-25 01:00:00,0,13,Joliet,MI,
sit@Aliquamrutrumlorem.net,Seniors Foundation,Human Rights,2019-05-26 08:00:00,2019-05-26 12:00:00,0,21,Idaho Falls,NE,
Aliquam.erat.volutpat@ultricesmauris.com,Disaster Relief Foundation,Education,2019-09-29 16:00:00,2019-09-30 16:00:00,0,10,Boise,KY,
dolor.vitae.dolor@porttitorvulputate.com,Environment Walk,Education,2018-12-17 09:00:00,2018-12-17 12:00:00,0,21,Sioux City,ID,
eget.dictum@dolor.co.uk,LGBT Drive,LGBT,2018-01-25 01:00:00,2018-01-25 11:00:00,0,14,Colchester,VT,
eu@blanditcongueIn.com,Human Rights Walk,Disaster Relief,2019-02-05 10:00:00,2019-02-06 02:00:00,0,17,Idaho Falls,OR,
magna.malesuada.vel@hendreritconsectetuercursus.net,Technology Drive,Sports,2019-04-20 06:00:00,2019-04-20 19:00:00,0,17,Portland,MD,
lectus.convallis@PraesentluctusCurabitur.edu,Technology Foundation,Environment,2018-08-31 15:00:00,2018-08-31 22:00:00,0,17,Dover,CT,
enim@Suspendisse.co.uk,Technology Foundation,Homeless,2018-05-05 02:00:00,2018-05-06 00:00:00,0,13,Gulfport,MS,
sollicitudin.a.malesuada@egestasnuncsed.org,Technology Charity,Human Rights,2019-02-10 00:00:00,2019-02-10 09:00:00,0,11,Honolulu,OK,
Nullam@Etiamligulatortor.ca,Technology Social Media Fundraising,Education,2020-03-20 03:00:00,2020-03-20 10:00:00,0,19,Warren,TN,
tempor.lorem.eget@loremvitae.edu,Environment Guest Speaker,Arts and Crafts,2020-04-01 07:00:00,2020-04-01 14:00:00,0,21,Sioux City,IA,
urna.Ut.tincidunt@quis.ca,Youth Charity Auction,Arts and Crafts,2019-05-19 06:00:00,2019-05-19 22:00:00,0,17,Gary,UT,
